"Pedon_ID","UTM_ID","H_number","Horizon","topDepth_cm","bottomDepth_cm","dry_hue","dry_value","dry_chroma","moist_hue","moist_value","moist_chroma","texture","text_modifier","clay","sand","RF","Gravel","Cobbles","Stones","structure","dry_cons","moist_cons","stickiness","plasticity","roots","pores","pH","EC","Eff.","Boundary","CaCO3_meas","Gyp_meas","CaCO3_vis","Gyp_vis","concent_kind_.","pv_kind","pv_.","pv_distinct","pv_location","notes"
"T7","0325720_3707291",2,"C",4,18,"5YR",4,6,"5YR",3,4,"L","GRV",17,45,39,29,10,0,"2 M SBK","SH","VFR","SS","SP",".1 F TOT",".3 F TOT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T7","0325720_3707291",3,"R",18,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T-9","0325784_3718493",1,"C",0,15,"7.5YR",4,4,"7.5YR",3,4,"SL",NA,8,NA,NA,NA,NA,NA,"1 W SBK","S","VFR","SO","PO","2 F TOT","2 M IG",NA,NA,"NE","GS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T-9","0325784_3718493",2,"Bw1",15,35,"7.5YR",4,4,"7.5YR",3,4,"SL",NA,5,NA,NA,NA,NA,NA,"1 W SBK","L","L","SO","PO","0","2 M IG",NA,NA,"NE","CW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T-9","0325784_3718493",3,"Bw2",35,60,"7.5YR",5,6,"7.5YR",3,4,"SL",NA,5,NA,10,10,0,0,"2 M SBK","SH","FR","SO","PO","0","2 M IG",NA,NA,"NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Restrictedat 60cm by lava gravel."
"T7","0326018_3706705",1,"A",0,7,"5YR",5,6,"5YR",4,6,"LS",NA,7,70,0,0,0,0,"0 VF GR","L","L","SO","PO","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T7","0326018_3706705",2,"Bw",7,65,"5YR",4,6,"5YR",3,4,"SL",NA,9,69,0,0,0,0,"1 VF SBK","L","L","SO","PO",".3 F TOT","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T7","0326018_3706705",3,"Btk",65,130,"5YR",4,6,"5YR",3,4,"L",NA,22,50,0,0,0,0,"3 M SBK","HA","HA","MS","MP",".3 F TOT",".3 F TOT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T7","0326018_3706705",4,"C",130,152,"5YR",5,6,"5YR",4,6,"SL",NA,9,65,0,0,0,0,"MA","L","LO","SS","SP","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T-9","0326103_3718765",1,"A",0,10,"7.5YR",4,4,"7.5YR",3,4,"SL",NA,8,NA,0,0,0,0,"2 M PL","SH","FR","SO","PO","1 F TOT","2 M IG",NA,NA,"NE","GW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T-9","0326103_3718765",2,"Bt",10,50,"7.5YR",4,6,"7.5YR",3,4,"SL",NA,15,NA,0,0,0,0,"2 M SBK","MH","FI","SS","SP","1 F TOT","2 M IG",NA,NA,"NE","CS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T-9","0326103_3718765",3,"Bk",50,110,"7.5YR",5,4,"7.5YR",4,4,"SL",NA,12,NA,0,0,0,0,"2 M SBK","MH","FI","SS","SP","0","2 M TOT",NA,NA,"ST","CS",NA,NA,8,NA,NA,NA,NA,NA,NA,"CaCO3 disseminated"
"T-9","0326103_3718765",4,"C",110,150,"7.5YR",5,6,"7.5YR",4,6,"LS",NA,3,NA,0,0,0,0,"1 W SBK","L","L","SO","PO","0","2 M TOT",NA,NA,"ST",NA,NA,NA,5,NA,NA,NA,NA,NA,NA,"CaCO3 disseminated"
"T7","0326116_3706118",1,"A",0,9,"5YR",5,4,"5YR",4,6,"SL","GRV",8,75,40,30,10,0,"0 VF GR","L","LO","SO","PO",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T7","0326116_3706118",2,"C",9,31,"5YR",4,6,"5YR",3,6,"FSL","GRV",14,65,45,25,20,0,"1 M SBK","SH","VFR","SS","SP","0.3 TOT",".1 VF TOT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T7","0326116_3706118",3,"R",31,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T7","0326214_3705531",1,"A",0,8,"5YR",5,6,"5YR",4,6,"LS","GRV",8,82,50,40,10,0,"1 F SBK","L","L","SO","PO","0.1 TOT",".1 TU TOT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T7","0326214_3705531",2,"C",8,33,"5YR",4,6,"5YR",3,6,"FSL","GRV",13,68,56,36,20,0,"2 M SBK","SH","VFR","SS","SP","0.3 TOT",".3 TU TOT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T7","0326214_3705531",3,"Ck",33,33,"5YR",5,4,"5YR",4,4,"FSL","GRV",17,63,50,35,15,0,"1 W SBK","S","L","SS","SP","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T7","0326410_3704358",1,"A",0,10,"5YR",5,6,"5YR",4,6,"SL","GRV",8,65,35,20,15,0,"0 VF SGR","L","L","SO","PO","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T7","0326410_3704358",2,"C",10,25,"5YR",4,6,"5YR",3,4,"SL","CBV",12,63,48,23,25,0,"2 M SBK","SH","VFR","SO","PO","0.1 TOT",".1 TOT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T7","0326410_3704358",3,"R",25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T7","0326605_3703184",1,"A",0,11,"5YR",4,4,"5YR",3,4,"SL","GRV",9,65,36,20,16,0,"0 VF GR","L","L","SO","PO","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T7","0326605_3703184",2,"C",11,31,"5YR",4,3,"5YR",3,3,"FSL","GRV",15,62,45,24,20,0,"3 M SBK","SH","VFR","SS","SP","0.3 TOT",".3 TU TOT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T7","0326605_3703184",3,"R",31,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T7","0326703_3702548",1,"A",0,8,"5YR",4,4,"5YR",3,4,"SL",NA,8,62,15,10,5,0,"0 VF SBK","L","L","SO","PO",".1 F TOT","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T7","0326703_3702548",2,"C",8,29,"5YR",4,3,"5YR",3,3,"L","GRV",16,45,50,30,20,0,"2 CO SBK","HA","FI","SS","SP",".3 F TOT",".1 TU TOT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T7","0326703_3702548",3,NA,29,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOC034A.pdf","0326728_3722539",1,"A",0,8,"10YR",5,3,"10YR",4,3,"SL",NA,14,65,NA,NA,NA,NA,NA,NA,"VFR","SS","PO","ILLEGIBLE","5 , VR , VE",7.8,NA,NA,"CS",NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"DOC034A.pdf","0326728_3722539",2,"Bw",8,34,"10YR",5,3,"7.5YR",4,3,"SL",NA,16,65,NA,NA,NA,NA,NA,NA,"VFR","MS","PO","ILLEGIBLE","ILLEGIBLE",7.7,NA,NA,"CS",NA,NA,7,NA,NA,NA,NA,NA,NA,NA
"DOC034A.pdf","0326728_3722539",3,"Bk1",34,62,"7.5YR",5,3,"7.5YR",4,3,"SL",NA,18,63,NA,NA,NA,NA,NA,NA,"VFR",NA,NA,"ILLEGIBLE","ILLEGIBLE",7.8,NA,NA,"GS",NA,NA,7,NA,NA,NA,NA,NA,NA,NA
"DOC034A.pdf","0326728_3722539",4,"Bk2",62,95,"7.5YR",6,3,"7.5YR",5,3,"SL",NA,18,70,NA,NA,NA,NA,NA,NA,"VFR",NA,NA,"ILLEGIBLE","ILLEGIBLE",7.9,NA,NA,"GS",NA,NA,8,NA,NA,NA,NA,NA,NA,NA
"DOC034A.pdf","0326728_3722539",5,"Bk3",95,132,"7.5YR",6,3,"7.5YR",5,3,"SCL",NA,20,65,NA,NA,NA,NA,NA,NA,"VFR",NA,NA,"ILLEGIBLE","10 , VF ,VR",8,NA,NA,"CS",NA,NA,15,NA,NA,NA,NA,NA,NA,NA
"DOC034A.pdf","0326728_3722539",6,"C",132,160,"7.5YR",5,4,"7.5YR",5,4,"SL",NA,10,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"T-9","0326749_3719307",1,"A",0,10,"7.5YR",4,6,"7.5YR",3,4,"SL",NA,5,NA,0,0,0,0,"1 W SBK","S","VFR","SO","PO","2 F TOT; 1 M TOT","2 M TOT",NA,NA,"NE","CS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T-9","0326749_3719307",2,"Bw",10,40,"7.5YR",4,6,"7.5YR",3,4,"SL",NA,8,NA,0,0,0,0,"2 W SBK","S","VFR","SO","PO","1 F TOT","2 M TOT",NA,NA,"NE","GS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T-9","0326749_3719307",3,"Bt",40,70,"7.5YR",4,4,"7.5YR",4,4,"SL",NA,18,NA,0,0,0,0,"2 M SBK","MH","FI","SS","SP","0","2 M TOT",NA,NA,"SL","CS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T-9","0326749_3719307",4,"Bk",70,110,"7.5YR",5,6,"7.5YR",4,6,"SL",NA,10,NA,0,0,0,0,"2 M SBK","SH","FR","SO","PO","0","2 M TOT",NA,NA,"VE",NA,NA,NA,5,NA,NA,NA,NA,NA,NA,"Petrocalcic at 110cm."
"T7","0326801_3702011",1,"A",0,6,"5YR",4,3,"5YR",3,4,"SL","GRV",6,91,35,20,15,0,"0 VF SGR","L","L","SO","PO","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T7","0326801_3702011",2,"C",6,29,"5YR",4,6,"5YR",3,3,"FSL","GRV",17,47,50,30,20,0,"2 CO SBK","SH","VFI","SS","SP","0.3 TOT",".3 M TOT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T7","0326801_3702011",3,"R",29,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOC034B.pdf","0328874_3722976",1,"A",0,6,"7.5YR",4,4,"7.5YR",4,4,"SL",NA,8,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"DOC034B.pdf","0328874_3722976",2,"Bw",6,48,"7.5YR",4,4,"7.5YR",4,4,"SL",NA,18,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"DOC034B.pdf","0328874_3722976",3,"Bk",48,120,"7.5YR",6,3,"7.5YR",5,3,"SL",NA,15,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA
"DOC034B.pdf","0328874_3722976",4,"Bk",120,160,"7.5YR",6,4,"7.5YR",5,4,"SL",NA,16,65,NA,NA,NA,NA,NA,NA,NA,"SO","PO",NA,NA,7.8,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA
NA,"0330097_3739408",1,"C",0,160,"7.5YR",5,3,"7.5YR",5,3,"S",NA,0,NA,0,0,0,0,"SGR",NA,NA,NA,NA,NA,NA,NA,NA,"NE",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
NA,"0330412_3738732",1,"C",0,160,"7.5YR",5,3,"7.5YR",5,3,"S",NA,0,0,0,0,0,0,"SGR",NA,NA,NA,NA,NA,NA,NA,NA,"SL",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"DOC035B.pdf","0333125_3724027",1,"A",0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"5 VFT","10 VF ; 10 IG",NA,NA,NA,"CS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOC035B.pdf","0333125_3724027",2,"Bw",5,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"2 VFT","2 VF ; 2 DT",NA,NA,NA,"CS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOC035B.pdf","0333125_3724027",3,"Bk",50,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 VF ; 2 DT",NA,NA,NA,"CS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOC035B.pdf","0333125_3724027",4,"Bkk",67,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10 VF ; 10 IG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOC031A.pdf","0333283_3754283",1,"A",0,10,"7.5YR",5,4,"7.5YR",4,4,"LS",NA,8,75,0,NA,NA,NA,NA,NA,"VFR","SO","PO","5 F ; 2 VF",NA,NA,NA,"SL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10-110 cambic horizon"
"DOC031A.pdf","0333283_3754283",2,"Bw",10,80,"7.5YR",5,4,"7.5YR",4,3,"L",NA,20,65,0,NA,NA,NA,NA,NA,"FR","SS","PS","3 F",NA,NA,NA,"ST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOC031A.pdf","0333283_3754283",3,"Bk",80,115,"7.5YR",4,4,"7.5YR",4,4,"SL",NA,15,65,NA,NA,NA,NA,NA,NA,"FR","SS","PO",NA,NA,NA,NA,"ST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOC031A.pdf","0333283_3754283",4,"BC",115,150,"7.5YR",5,6,"7.5YR",5,6,"SL",NA,10,70,0,NA,NA,NA,NA,NA,"VFR","SO","PO",NA,NA,NA,NA,"NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GMWPOO3","0333361_3757126",1,"A",0,5,"7.5YR",5,4,"7.5YR",4,4,"LS",NA,8,75,0,NA,NA,NA,"1 M PL","S","VFR","SO","PO","8 VF TOT",NA,NA,NA,"ST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOC030A.pdf","0333361_3757126",1,"A",0,5,"7.5YR",5,4,"7.5YR",4,4,"LS",NA,8,75,0,NA,NA,NA,NA,NA,"VFR","SO","PO","8 VF TOT",NA,NA,NA,"ST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GMWPOO3","0333361_3757126",2,"Bw1",5,80,"7.5YR",5,6,"7.5YR",5,4,"SL",NA,10,70,NA,NA,NA,NA,"1 W SBK","S","VFR","SO","PO","5Vf tot ; 5 F TOT",NA,NA,NA,"ST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"In slight depression between two small hills wind eroded area"
"DOC030A.pdf","0333361_3757126",2,"Bw1",5,80,"7.5YR",5,6,"7.5YR",5,4,"SL",NA,10,70,NA,NA,NA,NA,NA,NA,"VFR","SO","PO","5 VE TOT ; 5 F TOT",NA,NA,NA,"ST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GMWPOO3","0333361_3757126",3,"Bw2",80,125,"7.5YR",5,6,"7.5YR",5,4,"SL",NA,8,70,NA,NA,NA,NA,"1 W SBK","S","VFR","SO","PO",NA,NA,NA,NA,"ST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80-125cm cambic horizon"
"DOC030A.pdf","0333361_3757126",3,"Bw2",80,126,"7.5YR",5,6,"7.5YR",5,4,"SL",NA,8,70,NA,NA,NA,NA,NA,NA,"VFR","SO","PO",NA,NA,NA,NA,"ST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80-125 cambic horizon"
"GMWPOO3","0333361_3757126",4,"Bk",125,156,"7.5YR",5,4,"7.5YR",5,4,"SL",NA,8,65,NA,NA,NA,NA,"2 M SBK","SH","FR","SO","PO",NA,NA,NA,NA,"ST",NA,NA,NA,3,NA,NA,NA,NA,NA,NA,"125-150CM have 3%visible caco3 no calcic horizon ; In broom dalea shrubland"
"DOC030A.pdf","0333361_3757126",4,"Bk",126,156,"7.5YR",5,4,"7.5YR",5,4,"SL",NA,8,65,NA,NA,NA,NA,NA,NA,"FR","SO","PO",NA,NA,NA,NA,"ST",NA,NA,NA,3,NA,NA,NA,NA,NA,NA,"125-150 cm haVE 3% visibLe CaCO3 no caLcic horizon"
"DOC030A.pdf","0333361_3757126",5,NA,156,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019NM013227","0333370_3550363",1,"C",0,20,NA,NA,NA,NA,NA,NA,"COS",NA,1,98,20,20,NA,NA,"SGR","L","LO","NS","NP",NA,NA,7.8,0.61,"VS",NA,1,NA,NA,NA,"FDC",NA,NA,NA,NA,"rock frags mixed 20 SR GR"
"2019NM013227","0333370_3550363",2,"2B",20,75,"7.5YR",4,4,"7.5YR",4,3,"CL",NA,38,35,5,5,NA,NA,"2 M SBK","MH","FI","MS","MP",NA,NA,8.6,5.9,"VS",NA,2,NA,NA,NA,"FDC",NA,NA,NA,NA,"rock frags mixed 5 SR GR"
"2019NM013227","0333370_3550363",3,"2B",75,152,"7.5YR",5,4,"7.5YR",4,4,"SC",NA,40,50,50,NA,NA,NA,"2 M SBK","MH","FI","VS","VP",NA,NA,8.8,19.1,"VS",NA,2,NA,10,NA,"FDC 10",NA,NA,NA,NA,"rock frags mixed 50 percent SR"
"GMWPOO2","0333548_3758180",1,"A",0,5,"7.5YR",4,4,"7.5YR",4,4,"LS",NA,5,75,0,NA,NA,NA,"1 TH PL","S","VFR","SO","PO","5F",NA,NA,NA,"SL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GMWPOO2","0333548_3758180",2,"Bw",5,50,"7.5YR",4,4,"7.5YR",4,4,"SL",NA,8,70,0,NA,NA,NA,"1 W SBK","S","VFR","SO","PO","1F",NA,NA,NA,"ST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GMWPOO2","0333548_3758180",3,"Bk",50,85,"7.5YR",5,4,"7.5YR",5,3,"SL",NA,15,65,NA,NA,NA,NA,"2 M SBK","SH","FR","SS","PO",NA,NA,NA,NA,"ST",NA,NA,NA,3,NA,NA,NA,NA,NA,NA,"50-85CM have 3%visible caco3 no calcic horizon"
"GMWPOO2","0333548_3758180",4,"BC",85,125,"7.5YR",4,4,"7.5YR",4,4,"SL",NA,8,70,0,NA,NA,NA,"1 W SBK","S","VFR","SO","PO",NA,NA,NA,NA,"ST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"vegetation pedestals ; dunes present on second terrace lower in elevation wind eroded area"
"DOC028B.pdf","0333948_3758180",1,"A",0,5,"7.5YR",4,4,"7.5YR",4,4,"LS",NA,5,75,0,NA,NA,NA,NA,NA,"VFR","SO","PO","5 F",NA,NA,NA,"SL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOC028B.pdf","0333948_3758180",2,"Bw",5,50,"7.5YR",4,4,"7.5YR",4,4,"SL",NA,8,70,0,NA,NA,NA,NA,NA,"VFR","SO","PO","1 F",NA,NA,NA,"ST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOC028B.pdf","0333948_3758180",3,"Bk",50,85,"7.5YR",5,4,"7.5YR",5,3,"SL",NA,15,65,NA,NA,NA,NA,NA,NA,"FR","SS","PO","0",NA,NA,NA,"ST",NA,NA,NA,3,NA,NA,NA,NA,NA,NA,"50-85cm 3% visibLe CACO3"
"DOC028B.pdf","0333948_3758180",4,"Bk",85,125,"7.5YR",4,4,"7.5YR",4,4,"SL",NA,8,70,0,NA,NA,NA,NA,NA,"VFR","SO","PO","0",NA,NA,NA,"ST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOC028B.pdf","0333948_3758180",5,NA,125,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1","0334052_3735213",1,"A",0,4,"7.5YR",5,4,"7.5YR",4,4,"FSL",NA,10,NA,0,NA,NA,NA,"1 W PL","S","LO","SO","PO","0","2IR ; T",NA,NA,"ST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1","0334052_3735213",2,"Bw",4,36,"7.5YR",5,4,"7.5YR",4,4,"SL",NA,12,NA,0,NA,NA,NA,"1 W SBK","S","LO","SO","PO","1FT","3IR ; T",NA,NA,"ST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1","0334052_3735213",3,"Bk",36,89,"7.5YR",8,3,"7.5YR",7,3,NA,NA,13,NA,13,NA,NA,NA,"1 M SBK","SH","FR","SO","PO","2FT","3IR ; T",NA,NA,"VE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1","0334052_3735213",4,"Bkm",89,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOC031B.pdf","0334093_3754884",1,"A",0,10,"7.5YR",5,4,"7.5YR",4,4,"SL",NA,8,70,0,NA,NA,NA,NA,NA,"VFR","SO","PO","8 VF",NA,NA,NA,"NE",NA,NA,NA,3,NA,NA,NA,NA,NA,NA,"8-115cm haVE 3% visibLe white CAM no caLcic"
"DOC031B.pdf","0334093_3754884",2,"Bw1",10,60,"7.5YR",5,6,"7.5YR",4,4,"SL",NA,18,65,0,NA,NA,NA,NA,NA,"VFR","SS","PO","3 F ; 3 M",NA,NA,NA,"SL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOC031B.pdf","0334093_3754884",3,"Bw2",60,110,"7.5YR",5,4,"7.5YR",5,4,"SL",NA,15,70,0,NA,NA,NA,NA,NA,"VFR","SO","PO",NA,NA,NA,NA,"ST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOC031B.pdf","0334093_3754884",4,"C",110,150,"7.5YR",4,4,"7.5YR",4,4,"SL",NA,10,75,0,NA,NA,NA,NA,NA,"LO","SO","PO",NA,NA,NA,NA,"NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GMW010","0334251_3757932",1,"A",0,15,"7.5YR",4,4,"7.5YR",4,4,"SL",NA,8,NA,NA,NA,NA,NA,"2 M PL","S","VFR","SO","PO","2VF",NA,NA,NA,"SL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GMW010","0334251_3757932",2,"B",15,70,"7.5YR",4,4,"7.5YR",4,4,"SL",NA,12,NA,NA,NA,NA,NA,"2 W SBK","S","VFR","SO","PO","3F",NA,NA,NA,"ST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PETROCALCIC AT 70CM"
"GMW010","0334251_3757932",3,"Bkkm",70,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015NM0535003","0334271_3235188",1,"A",0,14,"7.5YR",6,4,"7.5YR",4,4,"SL",NA,8,70,0,NA,NA,NA,"1 F SBK","S","VFR","NS","NP","1 F","10 VF IG",8.4,0.7,"SL","GS",2,NA,NA,NA,"FDC",NA,NA,NA,NA,NA
"2015NM0535003","0334271_3235188",2,"Bw",14,39,"7.5YR",5,4,"7.5YR",4,4,"SL",NA,10,70,0,NA,NA,NA,"1 M SBK","S","VFR","SS","NP","2 F","10 VF IG",8.3,0.5,"ST","GS",2,NA,NA,NA,"FDC",NA,NA,NA,NA,NA
"2015NM0535003","0334271_3235188",3,"Bk",39,80,"7.5YR",6,2,"7.5YR",5,4,"SL",NA,14,70,2,2,NA,NA,"2 M SBK","S","VFR","SS","NP","1 F","10 VF IG",8.2,0.7,"VE","AS",8,NA,4,NA,"CAM 2 ; CAF 2 ; FDC",NA,NA,NA,NA,NA
"2015NM0535003","0334271_3235188",4,"2Bkm",80,115,"7.5YR",8,2,"7.5YR",7,3,NA,NA,0,0,60,60,NA,NA,"3 F ABK",NA,"0","0","0","0","0",8.2,4.2,"VE","CS",43,NA,55,NA,"CAM 25 ; CAC 30 ; FDC",NA,NA,NA,NA,NA
"2015NM0535003","0334271_3235188",5,"2Bkk",115,152,"10YR",8.5,2,"7.5YR",8,2,"SL",NA,16,65,5,5,NA,NA,"2 M SBK","S","VFR","SS","SP","0","10 VF IG",8.2,7,"VE","0",27,NA,42,NA,"CAM 40 ; CAC 2 ; FDC",NA,NA,NA,NA,NA
"2","0334323_3735210",1,"A",0,3,"7.5YR",5,4,"7.5YR",4,4,"LFS",NA,9,NA,0,NA,NA,NA,"1 W SBK","S","LO","SO","PO","0","0",NA,NA,"ST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","0334323_3735210",2,NA,3,32,"7.5YR",3,4,"7.5YR",4,4,"SL",NA,10,NA,0,NA,NA,NA,"1 W SBK","S","LO","FS","PO","9T","3T",NA,NA,"ST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","0334323_3735210",3,"Bk",32,61,"7.5YR",5,3,"7.5YR",7,3,"SL",NA,13,NA,10,NA,NA,NA,"0","S","LO","SO","PO","2T","1T",NA,NA,"VE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","0334323_3735210",4,"Bkm",61,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","0334603_3735208",1,"A",0,10,"7.5YR",5,4,"7.5YR",4,4,"FSL",NA,9,NA,0,NA,NA,NA,"1 W SBK","L","LO","SO","PO","8T","5 IR ; T",NA,NA,"SL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
