"Pedon_ID","UTM_ID","H_number","Horizon","topDepth_cm","bottomDepth_cm","dry_hue","dry_value","dry_chroma","moist_hue","moist_value","moist_chroma","texture","text_modifier","clay","sand","RF","Gravel","Cobbles","Stones","structure","dry_cons","moist_cons","stickiness","plasticity","roots","pores","pH","EC","Eff.","Boundary","CaCO3_meas","Gyp_meas","CaCO3_vis","Gyp_vis","concent_kind_.","pv_kind","pv_.","pv_distinct","pv_location","notes"
"20","0360778_3752972",4,"C",85,152,"5YR",6,4,"5YR",4,4,"LFS",NA,6,80,0,NA,NA,NA,"M","L","LO","SO","PO","0","0",NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,"3% CAM 2F IR"
NA,"0360936_3599979",1,"A",0,12,NA,NA,NA,NA,NA,NA,"L","GRV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"0360936_3599979",2,"Bt1",12,22,NA,NA,NA,NA,NA,NA,"CL","GRX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"0360936_3599979",3,"Bt2",22,48,NA,NA,NA,NA,NA,NA,"CL","GR",NA,NA,25,20,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"0360936_3599979",4,"R",48,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NM688JG0178","0360946_3743595",1,"A",0,4,"5YR",5,6,"5YR",4,4,"LFS",NA,8,85,1,NA,NA,NA,"2 CO PL","S","VFR","SO","PO",NA,NA,NA,NA,"ST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NM688JG0178","0360946_3743595",2,"C",4,44,"7.5YR",5,6,"7.5YR",4,4,"FS",NA,6,90,1,NA,NA,NA,"MA","S","VFR","SO","PO",NA,NA,NA,NA,"SL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NM688JG0178","0360946_3743595",3,"Ck",44,102,"5YR",6,4,"7.5YR",4,4,"LFS",NA,7,85,2,NA,NA,NA,"2 M SBK","S","VFR","SO","PO",NA,NA,NA,NA,"ST",NA,NA,NA,NA,NA,NA,"CAF","2","P","RF",NA
"NM688JG0178","0360946_3743595",4,"2Bk",102,151,"5YR",7,3,"7.5YR",6,3,"SL",NA,13,65,10,NA,NA,NA,"0",NA,"0","SO","PO",NA,NA,NA,NA,"VE",NA,NA,NA,NA,NA,NA,"CAF",NA,"P","RF",NA
NA,"0360962_3599961",1,"A",0,19,NA,NA,NA,NA,NA,NA,"L","GR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"0360962_3599961",2,NA,19,56,NA,NA,NA,NA,NA,NA,"CL","GR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"0360962_3599961",3,"R",56,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","0360984_3641266",1,"A",0,5,NA,NA,NA,"5Y",8,1,"LS","GYP",2,NA,0,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"NE",NA,NA,NA,0,100,NA,NA,NA,NA,NA,NA
"2","0360984_3641266",2,"2Byzm",5,152,NA,NA,NA,"5Y",7,2,"LS","GYP",2,NA,0,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"NE",NA,NA,NA,0,100,NA,NA,NA,NA,NA,NA
NA,"0361016_3599992",1,"A",0,14,NA,NA,NA,NA,NA,NA,"L","GR",NA,NA,25,20,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"0361016_3599992",2,NA,14,28,NA,NA,NA,NA,NA,NA,"L","GR",NA,NA,30,25,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"0361016_3599992",3,"R",28,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","0361029_3581206",1,"AB",0,15,NA,NA,NA,NA,NA,NA,"SL",NA,3,NA,15,NA,NA,NA,"SBK",NA,NA,NA,NA,NA,NA,NA,NA,"NE",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"5","0361029_3581206",2,"Bt1",15,61,NA,NA,NA,"7.5YR",2,3,"SL",NA,8,NA,16,NA,NA,NA,"SBK",NA,NA,NA,NA,NA,NA,NA,NA,"NE",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"5","0361029_3581206",3,"Bt2",61,114,NA,NA,NA,"5YR",3,4,"SL",NA,6,NA,20,NA,NA,NA,"SBK",NA,NA,NA,NA,NA,NA,NA,NA,"NE",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
NA,"0361074_3600022",1,"A",0,13,NA,NA,NA,NA,NA,NA,"L","GR",NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"0361074_3600022",2,"Bt1",13,25,"5YR",4,2,"5YR",3,2,"CL","GR",NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"0361074_3600022",3,"Bt2",25,47,NA,NA,NA,NA,NA,NA,"CL","GR",NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"0361074_3600022",4,"R",47,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NM688JG0171","0361142_3732612",1,"A",0,6,"5YR",6,6,"5YR",4,4,"LS",NA,7,85,0,NA,NA,NA,"1 M SBK",NA,NA,NA,NA,NA,NA,NA,NA,"NE",NA,NA,NA,0,0,NA,NA,NA,NA,NA,"Dug to 68 cm ; Augered 68-158 cm"
"NM688JG0171","0361142_3732612",2,"C",6,158,"5YR",5,6,"5YR",4,6,"LS",NA,9,80,0,NA,NA,NA,"MA",NA,NA,NA,NA,NA,NA,NA,NA,"ST",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"19","0361237_3753280",1,"A",0,3,"5YR",4,6,"5YR",3,4,"LS",NA,6,80,0,NA,NA,NA,"1 W PL","S","LO","SO","PO","2T","3 IR ; T",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","0361237_3753280",2,"Bw",3,42,"5YR",4,6,"5YR",3,4,"SL",NA,11,65,NA,NA,NA,NA,"1 W SGR","L","LO","SO","PO","5T","2 IR ; T",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","0361237_3753280",3,"Bk1",42,110,"5YR",5,4,"5YR",4,4,"SL",NA,14,65,2,2,NA,NA,"2 M SBK","SH","FR","SO","PO","3T","2 IR ; T",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","0361237_3753280",4,"Bk2",110,152,"5YR",5,4,"5YR",5,4,"SL",NA,16,65,0,NA,NA,NA,"2 M SBK","SH","FR","SO","PO","0","5 IR ; T",NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,"CAM 10% 2 size S shape T"
NA,"0361288_3599823",1,"A",0,22,"7.5YR",3,2,"7.5YR",4,2,"L","GRV",NA,NA,45,35,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"0361288_3599823",2,"Bt",22,44,"7.5YR",4,4,"7.5YR",5,4,"CL","GRV",NA,NA,40,30,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"0361288_3599823",3,"Bkm",44,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1","0361305_3640940",1,"Ayz1",0,10,NA,NA,NA,"10YR",4,3,"SL",NA,10,NA,0,NA,NA,NA,"SBK",NA,NA,NA,NA,NA,NA,NA,NA,"ST",NA,NA,NA,0,20,NA,NA,NA,NA,NA,"0-4"" soil is light brown."
"1","0361305_3640940",2,"Cyz2",10,20,NA,NA,NA,"2.5YR",6,3,"LS","GYP",2,NA,0,NA,NA,NA,"SGR",NA,NA,NA,NA,NA,NA,NA,NA,"NE",NA,NA,NA,0,60,NA,NA,NA,NA,NA,NA
"1","0361305_3640940",3,"2Byzm",20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Petrogypsic at 8"""
"AM072710T3","0361322_3708107",1,"A",0,51,NA,NA,NA,"7.5YR",5,3,"SL",NA,NA,NA,40,25,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AM072710T3","0361322_3708107",2,"R",51,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AM072710T3","0361369_3708095",1,"A",0,20,NA,NA,NA,"7.5YR",4,3,"SL","GRV",NA,NA,35,25,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AM072710T3","0361369_3708095",2,"Bt",20,64,NA,NA,NA,"5YR",3,4,"SL","GRV",NA,NA,35,25,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AM072710T3","0361369_3708095",3,"Cr",64,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AM072710T3","0361369_3708095",4,"R",81,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"0361410_3599719",1,"A",0,14,NA,NA,NA,"5YR",3,3,"L","GRV",NA,NA,45,40,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"0361410_3599719",2,"Bt",14,28,"5YR",3,2,"5YR",4,3,"CL","GRV",NA,NA,40,35,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"0361410_3599719",3,NA,28,45,"5YR",4,4,"5YR",5,3,"CL","GRV",NA,NA,45,20,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"0361410_3599719",4,"Bkm",45,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AM072710T3","0361415_3708082",1,"A",0,25,NA,NA,NA,"7.5YR",5,3,"SL","GRV",NA,NA,40,30,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AM072710T3","0361415_3708082",2,"Btk",25,38,NA,NA,NA,"7.5YR",6,3,"SL","GRV",NA,NA,35,25,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AM072710T3","0361415_3708082",3,"R",38,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NM688JG0171","0361427_3731867",1,"A",0,2,"7.5YR",6,4,"7.5YR",3,3,"SL",NA,11,65,0,NA,NA,NA,"2 M PL",NA,NA,NA,NA,NA,NA,NA,NA,"SL",NA,NA,NA,0,0,NA,NA,NA,NA,NA,"Dug to 52 cm ; Augered 52-145 cm"
"NM688JG0171","0361427_3731867",2,"Bw1",2,21,"7.5YR",5,6,"7.5YR",3,3,"SL",NA,13,60,0,NA,NA,NA,"2 M SBK",NA,NA,NA,NA,NA,NA,NA,NA,"SL",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"NM688JG0171","0361427_3731867",3,"Bw2",21,94,"7.5YR",4,6,"7.5YR",3,4,"SL",NA,16,55,0,NA,NA,NA,"2 M ; COSBK",NA,NA,NA,NA,NA,NA,NA,NA,"VS",NA,NA,NA,1,0,NA,NA,NA,NA,NA,"CaCO3 is CAM."
"NM688JG0171","0361427_3731867",4,"Bk1",94,137,"7.5YR",6,6,"7.5YR",4,6,"SL",NA,12,65,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST",NA,NA,NA,1,0,NA,NA,NA,NA,NA,"CaCO3 is CAM."
"NM688JG0171","0361427_3731867",5,"Bk2",137,145,"5YR",7,3,"5YR",6,4,"SL",NA,18,55,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VE",NA,NA,NA,25,0,NA,NA,NA,NA,NA,"CaCO3 is CAM."
NA,"0361500_3599677",1,"A",0,12,NA,NA,NA,NA,NA,NA,"L","GRV",NA,NA,45,40,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"0361500_3599677",2,"Bt",12,36,NA,NA,NA,NA,NA,NA,"CL","GRV",NA,NA,45,35,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"0361500_3599677",3,"Bkm",36,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"0361553_3599790",1,"A",0,19,"5YR",3,2,"5YR",2,2,"L","GR",NA,NA,25,20,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"0361553_3599790",2,"Bt",19,41,"5YR",4,4,"5YR",3,3,"L","GRV",NA,NA,45,20,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"0361553_3599790",3,"Bkm",41,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","0361562_3753293",1,"A",0,4,"5YR",4,6,"5YR",3,4,"LS",NA,8,80,0,NA,NA,NA,"1 W PL","S","LO","SO","PO","4T","3 IR ; T",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","0361562_3753293",2,"Bw1",4,20,"5YR",4,6,"5YR",3,4,"SL",NA,10,70,0,NA,NA,NA,"1 W SBK","S","LO","SO","PO","3T","1 IR ; T",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","0361562_3753293",3,"Bw2",20,54,"2.5YR",3,4,"2.5YR",2.5,4,"SL",NA,NA,65,0,NA,NA,NA,"2 M SBK","HA","FI","SO","PO","6T","2 IR ; T",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bw2 CAM ALONG ROUT CHANNELS"
"18","0361562_3753293",4,"Bk",54,152,"5YR",4,6,"5YR",4,4,"SL",NA,NA,65,0,NA,NA,NA,"1 W SBK","SH","FR","SO","PO","1T","1 IR ; T",NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,"ILLEGIBLE"
"AM072710T3","0361593_3707955",1,"A",0,20,NA,NA,NA,"5YR",4,3,"SL",NA,NA,NA,30,15,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AM072710T3","0361593_3707955",2,"Bt",20,74,NA,NA,NA,"5YR",5,4,"SCL",NA,NA,NA,40,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AM072710T3","0361593_3707955",3,"R",74,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Indurated granite bedrocks"
NA,"0361622_3584570",1,"A",0,25,NA,NA,NA,"7.5YR",3,4,"SL",NA,8,NA,5,NA,NA,NA,"1 SBK",NA,NA,NA,NA,NA,NA,NA,NA,"NE",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
NA,"0361622_3584570",2,"B1",25,76,NA,NA,NA,"7.5YR",3,4,"SL",NA,8,NA,15,NA,NA,NA,"1 SBK",NA,NA,NA,NA,NA,NA,NA,NA,"NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"0361622_3584570",3,"B2",76,127,NA,NA,NA,"7.5YR",4,4,"SL",NA,10,NA,10,NA,NA,NA,"1 M SBK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NM688JG0165","0361635_3733474",1,"A",0,3,NA,NA,NA,NA,NA,NA,"LS",NA,8,80,1,NA,NA,NA,"2 VK PL","S","VFR","SO","PO","4 VF T","10 VF IR",NA,NA,NA,"DS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NM688JG0165","0361635_3733474",2,"Bw1",3,11,NA,NA,NA,NA,NA,NA,"SL",NA,13,65,1,NA,NA,NA,"2 M SBK","SH","VFR","SO","PO",".2 VF T",".2 VF TU",NA,NA,NA,"DW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NM688JG0165","0361635_3733474",3,"Bw2",11,154,NA,NA,NA,NA,NA,NA,"SL",NA,11,75,1,NA,NA,NA,"1 COSBK","S","VFR","SO","PO","0",".2 VF TU",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NM688JG0171","0361706_3731119",1,"A1",0,2,NA,NA,NA,NA,NA,NA,NA,NA,14,65,0,NA,NA,NA,"2 TK PL",NA,NA,NA,NA,NA,NA,NA,NA,"ST",NA,NA,NA,0,0,NA,NA,NA,NA,NA,"Dug to 60 cm ; Augered 60-150 cm"
"NM688JG0171","0361706_3731119",2,"A2",2,6,NA,NA,NA,NA,NA,NA,NA,NA,14,65,0,NA,NA,NA,"2 M SBK",NA,NA,NA,NA,NA,NA,NA,NA,"ST",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"NM688JG0171","0361706_3731119",3,"Bw",6,106,NA,NA,NA,NA,NA,NA,NA,NA,26,55,0,NA,NA,NA,"2 M SBK",NA,NA,NA,NA,NA,NA,NA,NA,"SL",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"NM688JG0171","0361706_3731119",4,"Bk1",106,139,NA,NA,NA,NA,NA,NA,NA,NA,17,65,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST",NA,NA,NA,1,0,NA,NA,NA,NA,NA,"CaCO3 is CAM."
"NM688JG0171","0361706_3731119",5,"Bk2",139,150,NA,NA,NA,NA,NA,NA,NA,NA,17,60,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VE",NA,NA,NA,20,0,NA,NA,NA,NA,NA,"The CaCO3 is FDC."
"1","0361754_3640902",1,"Ayz",0,5,NA,NA,NA,"2.5YR",6,3,"SL","GYP",10,NA,0,NA,NA,NA,"SBK",NA,NA,NA,NA,NA,NA,NA,NA,"NE",NA,NA,NA,0,60,NA,NA,NA,NA,NA,NA
"1","0361754_3640902",2,"2Byzm",5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Petrogypsic at 2"""
NA,"0361895_3600010",1,"A",0,15,NA,NA,NA,"5YR",3,2,"L","GRV",NA,NA,50,40,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"0361895_3600010",2,"Bt1",15,29,"5YR",3,2,"5YR",4,3,"CL","GRV",NA,NA,50,45,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"0361895_3600010",3,"Bt2",29,47,"5YR",4,4,"5YR",5,4,"CL","GRV",NA,NA,50,45,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"0361895_3600010",4,"Bkm",47,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"0361993_3599817",1,"A",0,11,NA,NA,NA,"5YR",3,2,"L","GRV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"0361993_3599817",2,"Bt1",11,27,"5YR",3,3,"5YR",4,3,"CL","GRV",NA,NA,50,30,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"0361993_3599817",3,"Bt2",27,48,"5YR",4,4,"5YR",5,4,"CL","GRV",NA,NA,55,25,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"0361993_3599817",4,"Bkm",48,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008NM6885502","0361995_3710736",1,"A",0,5,"10YR",4,4,"10YR",3,4,"LCOS","CBX",5,NA,60,15,20,25,"1 VF GR","S","VFR",NA,NA,NA,NA,NA,NA,"NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008NM6885502","0361995_3710736",2,"C1",5,13,"10YR",4,3,"10YR",3,3,"SCL","CBV",21,NA,40,20,20,0,"MA","HA","FR",NA,NA,NA,NA,NA,NA,"NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008NM6885502","0361995_3710736",3,"C2",13,18,"7.5YR",5,6,"7.5YR",4,6,"SCL","CBV",27,NA,40,20,20,0,"MA","HA","FR",NA,NA,NA,NA,NA,NA,"NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Weathered granite"
"2008NM6885502","0361995_3710736",4,"Cr",18,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,20,20,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Granite"
"2008NM6885502","0361995_3710736",5,"R",30,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"0362005_3599895",1,"A",0,15,"5YR",3,3,"5YR",2,2,"L","GRV",NA,NA,45,40,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"0362005_3599895",2,"Bt",15,37,"5YR",4,3,"5YR",3,3,"L","CBV",NA,NA,45,20,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"0362005_3599895",3,"Bkm",37,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"0362006_3599877",1,"A",0,12,"7.5YR",4,3,"7.5YR",3,3,"L","GRV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"0362006_3599877",2,"Bt1",12,58,"7.5YR",4,4,"7.5YR",3,3,"CL","GRV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"0362006_3599877",3,"Bkm",58,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"0362010_3599820",1,"A",0,9,"7.5YR",3,2,"7.5YR",2,2,"L","GR",NA,NA,25,20,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"0362010_3599820",2,"Bt1",9,27,"7.5YR",4,3,"7.5YR",3,3,"CL","GRV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"0362010_3599820",3,"Bt2",27,42,"7.5YR",5,4,"7.5YR",4,4,"CL","CBV",NA,NA,55,25,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"0362010_3599820",4,NA,42,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
