"utm_E","utm_N","utm_ID"
375863,3734457,"0375863_3734457"
359354,3634077,"0359354_3634077"
375249,3599219,"0375249_3599219"
380999,3600284,"0380999_3600284"
357659,3648411,"0357659_3648411"
375193,3599199,"0375193_3599199"
379079,3600162,"0379079_3600162"
337191,3731931,"0337191_3731931"
390023,3623482,"0390023_3623482"
390130,3611743,"0390130_3611743"
338719,3725778,"0338719_3725778"
339335,3725958,"0339335_3725958"
339641,3720056,"0339641_3720056"
396395,3685260,"0396395_3685260"
396479,3685408,"0396479_3685408"
396542,3685538,"0396542_3685538"
396690,3685788,"0396690_3685788"
396943,3686083,"0396943_3686083"
370131,3640958,"0370131_3640958"
378600,3616233,"0378600_3616233"
358816,3643679,"0358816_3643679"
358703,3643628,"0358703_3643628"
358886,3643686,"0358886_3643686"
361305,3640940,"0361305_3640940"
390019,3623414,"0390019_3623414"
390019,3623438,"0390019_3623438"
390023,3623462,"0390023_3623462"
390033,3623498,"0390033_3623498"
390047,3623510,"0390047_3623510"
390068,3622530,"0390068_3622530"
390069,3623530,"0390069_3623530"
390095,3623552,"0390095_3623552"
390129,3623586,"0390129_3623586"
390177,3623618,"0390177_3623618"
390763,3621725,"0390763_3621725"
390780,3621735,"0390780_3621735"
390814,3621750,"0390814_3621750"
390833,3621758,"0390833_3621758"
390861,3621769,"0390861_3621769"
390886,3621486,"0390886_3621486"
390907,3621798,"0390907_3621798"
390936,3621823,"0390936_3621823"
390955,3621843,"0390955_3621843"
390977,3601867,"0390977_3601867"
358703,3643628,"0358703_3643628"
358816,3643679,"0358816_3643679"
358886,3643686,"0358886_3643686"
358865,3642090,"0358865_3642090"
363045,3689001,"0363045_3689001"
363082,3688915,"0363082_3688915"
363124,3688655,"0363124_3688655"
363150,3688620,"0363150_3688620"
363168,3688543,"0363168_3688543"
363246,3688461,"0363246_3688461"
396627,3685682,"0396627_3685682"
396795,3685956,"0396795_3685956"
338427,3738462,"0338427_3738462"
408700,3743415,"0408700_3743415"
341234,3527789,"0341234_3527789"
363038,3640034,"0363038_3640034"
363380,3639605,"0363380_3639605"
363397,3639302,"0363397_3639302"
363476,3639706,"0363476_3639706"
363562,3639810,"0363562_3639810"
363989,3639005,"0363989_3639106"
375936,3688977,"0375936_3688977"
384651,3626961,"0384651_3626961"
387646,3629102,"0387646_3629102"
387696,3629174,"0387696_3629174"
387704,3627990,"0387704_3627990"
387704,3629015,"0387704_3629015"
387704,3629035,"0387704_3629035"
387704,3629055,"0387704_3629055"
387704,3629074,"0387704_3629074"
388349,3629173,"0388349_3629173"
388527,3629211,"0388527_3629211"
388638,3629361,"0388638_3629361"
389157,3630105,"0389157_3630105"
389279,3630263,"0389279_3630263"
389373,3626420,"0389373_3626420"
389375,3630379,"0389375_3630379"
389442,3626552,"0389442_3626552"
389498,3626654,"0389498_3626654"
389555,3626751,"0389555_3626751"
389611,3626860,"0389611_3626860"
389712,3627086,"0389712_3627086"
389780,3627223,"0389780_3627223"
389829,3627327,"0389829_3627327"
392913,3643572,"0392913_3643572"
392950,3643746,"0392950_3643746"
393070,3643911,"0393070_3643911"
393087,3643964,"0393087_3643964"
393221,3644095,"0393221_3644095"
393308,3644212,"0393308_3644212"
393424,3644301,"0393424_3644301"
393512,3644394,"0393512_3644394"
397377,3639538,"0397377_3639538"
396806,3656500,"0396806_3656500"
376102,3688980,"0376102_3688980"
376408,3688983,"0376408_3688983"
376577,3688970,"0376577_3688970"
